Customer ID,Recency,Frequency,MonetaryValue,Cluster,Segment
748,175,2,460.0,0,A
750,252,2,625.0,3,D
752,345,2,905.0,3,D
754,431,2,302.5,0,A
755,114,1,100.0,2,C
756,379,1,140.0,2,C
758,813,1,430.0,5,F
759,481,1,610.0,4,E
760,248,2,605.0,3,D
761,606,1,530.0,5,F
762,724,1,930.0,1,B
765,177,1,350.0,2,C
766,550,1,1018.0,4,E
767,330,3,226.0,0,A
771,215,3,870.0,3,D
773,219,2,817.5,3,D
777,299,2,624.0,3,D
778,378,1,1090.0,4,E
779,798,1,400.0,5,F
780,196,2,410.0,0,A
785,170,4,505.0,3,D
788,893,1,300.0,5,F
789,309,1,730.0,4,E
790,996,1,640.0,1,B
791,110,3,1033.3333333333333,3,D
792,522,2,125.0,0,A
793,847,1,880.0,1,B
794,72,2,1140.0,3,D
796,706,1,200.0,5,F
800,1076,1,610.0,1,B
801,225,1,560.0,2,C
802,392,1,360.0,2,C
803,583,2,280.0,0,A
805,396,3,247.33333333333334,0,A
809,115,1,300.0,2,C
812,139,3,416.6666666666667,3,D
816,108,1,830.0,4,E
818,535,1,580.0,5,F
819,340,1,540.0,2,C
820,383,2,575.0,0,A
822,543,1,528.0,5,F
823,926,1,1110.0,1,B
825,233,1,540.0,2,C
827,258,4,437.5,3,D
830,145,3,733.3333333333334,3,D
832,571,1,430.0,5,F
834,117,2,720.0,3,D
835,249,1,590.0,4,E
836,928,1,950.0,1,B
838,545,1,200.0,5,F
841,418,2,405.0,0,A
842,454,2,747.5,3,D
844,308,1,308.0,2,C
845,126,2,1010.0,3,D
846,234,1,1160.0,4,E
847,213,2,613.0,3,D
848,697,1,290.0,5,F
849,504,2,280.0,0,A
851,264,2,805.0,3,D
855,968,1,400.0,5,F
856,1035,1,300.0,5,F
857,424,1,740.0,4,E
858,932,1,130.0,5,F
859,141,1,330.0,2,C
861,248,1,100.0,2,C
862,691,1,690.0,1,B
864,180,2,590.0,3,D
865,898,1,610.0,1,B
866,835,2,790.0,1,B
867,301,2,980.0,3,D
868,438,2,506.5,0,A
869,864,1,1166.0,1,B
870,811,1,405.0,5,F
872,1067,1,510.0,5,F
874,279,1,540.0,2,C
878,339,2,612.5,3,D
879,648,1,660.0,1,B
880,149,2,740.0,3,D
881,347,1,670.0,4,E
887,449,1,508.0,5,F
888,376,1,635.0,4,E
896,314,1,1340.0,4,E
898,464,2,830.0,3,D
904,1083,1,250.0,5,F
905,626,2,377.5,0,A
908,926,1,260.0,5,F
911,371,1,520.0,2,C
912,743,1,1120.0,1,B
915,630,1,500.0,5,F
916,550,1,1170.0,4,E
918,382,2,805.0,3,D
920,580,1,1300.0,1,B
923,864,1,680.0,1,B
925,317,2,762.5,3,D
927,230,4,614.5,3,D
929,930,1,780.0,1,B
936,551,3,613.3333333333334,0,A
938,459,1,130.0,5,F
939,380,1,372.0,2,C
940,631,1,200.0,5,F
942,957,1,930.0,1,B
944,321,2,625.0,3,D
945,1041,1,700.0,1,B
946,183,1,730.0,4,E
947,814,1,1190.0,1,B
949,249,1,280.0,2,C
950,820,1,200.0,5,F
951,292,2,907.5,3,D
952,311,1,540.0,2,C
954,386,1,650.0,4,E
955,689,1,280.0,5,F
956,1022,1,1000.0,1,B
957,73,1,60.0,2,C
959,1028,1,335.0,5,F
960,146,2,725.0,3,D
961,112,1,600.0,2,C
962,139,1,710.0,4,E
963,497,1,300.0,5,F
964,163,1,950.0,4,E
965,664,1,495.0,5,F
966,288,1,370.0,2,C
968,485,1,150.0,5,F
969,291,1,420.0,2,C
970,897,1,490.0,5,F
971,262,1,650.0,4,E
976,1087,1,720.0,1,B
979,632,1,762.0,1,B
982,341,2,375.0,0,A
986,194,1,780.0,4,E
987,432,1,600.0,4,E
988,957,1,255.0,5,F
990,230,1,950.0,4,E
996,110,1,500.0,2,C
997,275,1,930.0,4,E
998,127,2,557.5,3,D
1000,178,1,395.0,2,C
1001,810,1,600.0,5,F
1004,644,1,1230.0,1,B
1007,999,1,960.0,1,B
1008,140,3,350.0,0,A
1010,757,1,992.0,1,B
1011,143,3,633.3333333333334,3,D
1012,596,1,930.0,1,B
1013,136,3,610.0,3,D
1015,838,2,265.0,0,A
1017,605,2,582.5,0,A
1019,114,2,673.0,3,D
1021,869,1,1350.0,1,B
1022,817,1,90.0,5,F
1023,1044,2,470.0,5,F
1024,255,2,684.0,3,D
1025,310,1,550.0,2,C
1031,410,2,605.0,0,A
1034,834,1,460.0,5,F
1036,136,1,570.0,2,C
1037,254,1,710.0,4,E
1038,138,1,400.0,2,C
1040,230,2,250.0,0,A
1041,525,1,930.0,4,E
1043,207,1,480.0,2,C
1044,718,1,600.0,5,F
1045,164,1,900.0,4,E
1046,255,2,590.0,3,D
1047,1090,1,300.0,5,F
1048,263,1,200.0,2,C
1049,547,1,1340.0,4,E
1050,571,1,280.0,5,F
1053,814,1,500.0,5,F
1055,250,1,782.0,4,E
1056,756,2,532.0,0,A
1057,284,2,1007.0,3,D
1059,106,2,865.0,3,D
1060,640,1,210.0,5,F
1061,379,1,780.0,4,E
1062,559,1,576.0,5,F
1063,842,1,600.0,1,B
1068,842,1,716.0,1,B
1073,97,3,283.3333333333333,0,A
1075,774,1,260.0,5,F
1077,490,1,1080.0,4,E
1078,701,1,760.0,1,B
1081,461,1,1070.0,4,E
1083,427,2,610.0,0,A
1088,1044,1,940.0,1,B
1092,579,1,1100.0,1,B
1096,134,1,1040.0,4,E
1099,581,2,670.0,0,A
1100,263,4,757.5,3,D
1101,91,1,530.0,2,C
1103,426,1,572.0,4,E
1104,379,1,300.0,2,C
1106,439,1,650.0,4,E
1107,653,2,1160.0,1,B
1108,1035,1,60.0,5,F
1109,726,1,1148.0,1,B
1112,605,1,250.0,5,F
1113,635,1,250.0,5,F
1114,604,1,670.0,1,B
1115,1076,1,320.0,5,F
1117,971,1,1372.0,1,B
1120,742,1,260.0,5,F
1121,139,1,620.0,4,E
1122,96,1,800.0,4,E
1123,673,1,200.0,5,F
1124,37,2,532.5,3,D
1125,962,1,390.0,5,F
1126,418,2,970.0,3,D
1128,487,1,730.0,4,E
1129,504,1,420.0,5,F
1131,193,4,638.5,3,D
1132,117,1,800.0,4,E
1133,54,1,860.0,4,E
1134,908,1,1100.0,1,B
1140,116,1,700.0,4,E
1141,106,1,580.0,2,C
1142,492,2,845.0,3,D
1143,630,1,600.0,5,F
1144,523,1,920.0,4,E
1147,220,1,500.0,2,C
1148,216,1,900.0,4,E
1149,552,2,605.0,0,A
1151,408,1,680.0,4,E
1152,806,1,630.0,1,B
1154,139,2,695.0,3,D
1156,295,2,369.0,0,A
1157,426,1,300.0,2,C
1158,425,1,520.0,2,C
1161,374,1,680.0,4,E
1164,776,1,600.0,5,F
1165,102,1,689.0,4,E
1166,640,1,610.0,5,F
1167,309,2,415.0,0,A
1169,172,2,750.0,3,D
1170,204,1,200.0,2,C
1171,454,1,530.0,5,F
1172,1004,1,130.0,5,F
1173,345,1,400.0,2,C
1174,339,1,627.0,4,E
1175,638,1,100.0,5,F
1180,140,3,740.0,3,D
1182,1020,1,300.0,5,F
1185,169,4,590.0,3,D
1188,514,1,510.0,5,F
1189,114,3,780.0,3,D
1190,351,3,410.0,0,A
1191,311,1,440.0,2,C
1194,78,1,50.0,2,C
1195,646,1,850.0,1,B
1196,250,2,657.5,3,D
1198,146,1,690.0,4,E
1202,876,1,500.0,5,F
1203,843,2,490.0,0,A
1204,258,2,265.0,0,A
1206,193,2,980.0,3,D
1207,109,1,1050.0,4,E
1210,1012,1,720.0,1,B
1211,186,1,520.0,2,C
1214,161,2,520.0,3,D
1215,202,1,260.0,2,C
1216,307,2,642.5,3,D
1218,254,1,930.0,4,E
1221,544,1,400.0,5,F
1223,828,1,950.0,1,B
1231,103,1,919.0,4,E
1232,163,2,515.0,3,D
1236,274,1,100.0,2,C
1237,965,1,400.0,5,F
1239,144,1,1080.0,4,E
1240,245,2,504.0,0,A
1242,293,3,691.6666666666666,3,D
1243,143,3,583.3333333333334,3,D
1244,727,2,395.0,0,A
1251,347,1,60.0,2,C
1254,926,1,910.0,1,B
1255,343,1,830.0,4,E
1256,367,2,350.0,0,A
1257,268,2,845.0,3,D
1261,168,4,548.75,3,D
1262,170,1,480.0,2,C
1264,602,1,250.0,5,F
1265,203,2,425.0,0,A
1267,352,1,690.0,4,E
1268,424,1,1055.0,4,E
1269,201,3,356.6666666666667,0,A
1270,134,2,335.0,0,A
1272,460,1,190.0,5,F
1274,668,1,260.0,5,F
1277,841,1,292.0,5,F
1280,201,1,639.0,4,E
1282,348,3,900.0,3,D
1283,259,2,617.5,3,D
1285,278,1,735.0,4,E
1287,289,1,750.0,4,E
1288,324,2,838.0,3,D
1290,110,2,705.0,3,D
1291,552,2,787.5,3,D
1292,489,1,410.0,5,F
1293,139,3,460.0,3,D
1294,108,2,585.0,3,D
1295,75,4,360.0,3,D
1298,262,1,1360.0,4,E
1300,465,1,630.0,4,E
1302,403,1,440.0,2,C
1303,309,1,640.0,4,E
1307,37,2,290.0,0,A
1310,624,1,720.0,1,B
1312,541,1,740.0,4,E
1313,487,1,1450.0,4,E
1317,345,2,350.0,0,A
1319,659,1,240.0,5,F
1322,309,1,770.0,4,E
1325,138,1,100.0,2,C
1328,697,1,200.0,5,F
1330,769,1,240.0,5,F
1331,108,1,330.0,2,C
1333,989,1,750.0,1,B
1334,342,3,577.3333333333334,3,D
1335,450,1,730.0,4,E
1336,606,1,600.0,5,F
1337,335,1,530.0,2,C
1342,550,1,800.0,4,E
1343,665,1,130.0,5,F
1344,137,1,130.0,2,C
1345,963,1,130.0,5,F
1349,463,1,990.0,4,E
1352,109,2,325.0,0,A
1353,930,1,386.0,5,F
1354,713,1,430.0,5,F
1355,959,1,415.0,5,F
1356,307,1,580.0,4,E
1359,163,1,549.0,2,C
1362,95,2,410.0,0,A
1363,435,2,445.0,0,A
1364,94,3,616.6666666666666,3,D
1365,467,2,915.0,3,D
1366,293,1,725.0,4,E
1368,546,2,675.0,0,A
1369,298,2,689.0,3,D
1371,551,3,376.6666666666667,0,A
1373,748,3,800.0,0,A
1374,153,2,929.0,3,D
1375,280,1,880.0,4,E
1377,302,1,910.0,4,E
1379,287,1,695.0,4,E
1380,543,1,920.0,4,E
1382,754,1,950.0,1,B
1385,426,2,830.0,3,D
1386,874,1,380.0,5,F
1387,402,1,750.0,4,E
1388,744,1,490.0,5,F
1389,358,1,960.0,4,E
1390,576,1,746.0,1,B
1393,986,1,730.0,1,B
1394,405,1,259.0,2,C
1395,210,1,300.0,2,C
1399,105,2,1000.0,3,D
1400,783,1,250.0,5,F
1402,571,1,1046.0,1,B
1403,398,1,1100.0,4,E
1404,345,3,571.3333333333334,3,D
1406,397,1,200.0,2,C
1407,959,1,570.0,5,F
1408,192,3,706.3333333333334,3,D
1412,927,1,960.0,1,B
1413,173,1,270.0,2,C
1414,522,2,600.0,0,A
1416,110,1,660.0,4,E
1417,327,1,560.0,4,E
1418,774,1,250.0,5,F
1421,872,1,1250.0,1,B
1422,204,1,800.0,4,E
1423,166,2,265.0,0,A
1424,506,1,430.0,5,F
1426,103,2,1165.0,3,D
1428,453,2,627.0,0,A
1429,748,1,300.0,5,F
1430,137,1,600.0,2,C
1433,633,1,500.0,5,F
1435,405,1,780.0,4,E
1437,640,1,640.0,1,B
1438,586,1,590.0,5,F
1439,643,1,570.0,5,F
1443,454,1,650.0,4,E
1446,530,1,530.0,5,F
1447,493,1,200.0,5,F
1448,493,1,1210.0,4,E
1452,191,1,1300.0,4,E
1453,900,1,200.0,5,F
1456,75,1,610.0,2,C
1457,146,4,460.0,3,D
1459,109,2,755.0,3,D
1460,438,1,765.0,4,E
1462,847,1,200.0,5,F
1464,610,1,300.0,5,F
1466,862,1,1120.0,1,B
1468,575,1,430.0,5,F
1470,719,1,32.0,5,F
1471,900,1,900.0,1,B
1473,756,1,446.0,5,F
1475,795,1,480.0,5,F
1477,310,1,1180.0,4,E
1478,736,1,575.0,5,F
1479,195,2,390.0,0,A
1482,547,1,980.0,4,E
1485,667,1,600.0,5,F
1486,376,2,765.0,3,D
1487,287,1,290.0,2,C
1489,338,1,1260.0,4,E
1490,610,2,310.0,0,A
1491,683,1,463.0,5,F
1492,867,1,1130.0,1,B
1493,546,1,870.0,4,E
1494,202,2,951.0,3,D
1495,722,1,800.0,1,B
1496,75,2,660.0,3,D
1498,342,1,680.0,4,E
1499,692,1,530.0,5,F
1500,334,2,915.0,3,D
1502,287,2,495.0,0,A
1503,342,2,1060.0,3,D
1505,581,2,882.5,3,D
1506,231,1,130.0,2,C
1509,509,1,440.0,5,F
1510,843,1,510.0,5,F
1511,389,2,755.0,3,D
1516,810,1,200.0,5,F
1517,229,2,625.0,3,D
1518,681,1,300.0,5,F
1522,595,1,380.0,5,F
1523,275,2,200.0,0,A
1524,244,2,540.0,3,D
1527,896,1,700.0,1,B
1528,225,2,675.0,3,D
1529,252,1,730.0,4,E
1532,328,2,165.0,0,A
1533,313,2,500.0,0,A
1534,425,1,980.0,4,E
1537,82,3,950.6666666666666,3,D
1541,756,1,250.0,5,F
1543,601,1,680.0,1,B
1544,547,2,640.0,0,A
1546,191,1,680.0,4,E
1547,495,1,480.0,5,F
1550,373,1,400.0,2,C
1553,398,1,670.0,4,E
1554,316,1,1292.0,4,E
1557,319,1,1050.0,4,E
1559,366,1,400.0,2,C
1561,628,2,600.0,0,A
1562,139,3,356.6666666666667,0,A
1563,621,1,280.0,5,F
1564,367,1,1142.0,4,E
1568,166,3,506.6666666666667,3,D
1569,171,3,663.3333333333334,3,D
1571,297,1,780.0,4,E
1572,358,2,585.0,0,A
1577,230,4,662.5,3,D
1578,196,1,600.0,4,E
1579,151,2,545.0,3,D
1580,415,2,400.0,0,A
1581,723,1,50.0,5,F
1582,165,2,1060.0,3,D
1584,313,1,550.0,2,C
1585,557,1,830.0,4,E
1588,446,3,776.6666666666666,3,D
1589,897,1,1550.0,1,B
1590,366,2,430.0,0,A
1592,785,1,760.0,1,B
1593,41,3,640.0,3,D
1595,844,1,950.0,1,B
1597,240,3,376.6666666666667,0,A
1598,231,1,600.0,4,E
1599,1040,1,1030.0,1,B
1600,259,1,330.0,2,C
1601,270,1,730.0,4,E
1602,506,1,1210.0,4,E
1603,463,2,225.0,0,A
1605,922,1,615.0,1,B
1606,205,1,670.0,4,E
1607,957,1,1850.0,1,B
1608,309,1,100.0,2,C
1610,701,1,400.0,5,F
1611,712,1,1040.0,1,B
1612,180,1,940.0,4,E
1615,292,1,886.0,4,E
1617,863,2,585.0,0,A
1618,149,3,496.6666666666667,3,D
1619,809,2,934.0,1,B
1620,88,2,730.0,3,D
1621,93,2,940.0,3,D
1624,214,2,858.0,3,D
1625,306,1,630.0,4,E
1629,309,1,50.0,2,C
1630,285,2,995.0,3,D
1631,665,1,430.0,5,F
1633,297,1,790.0,4,E
1635,424,1,860.0,4,E
1638,303,1,32.0,2,C
1640,977,1,120.0,5,F
1643,341,1,890.0,4,E
1646,543,2,940.0,3,D
1650,252,2,875.0,3,D
1651,426,2,280.0,0,A
1653,897,1,923.0,1,B
1657,1079,1,1075.0,1,B
